[2023-02-10 02:38:57,981] shixuetiandeMacBook-Air.local/INFO/locust.main: Starting web interface at http://0.0.0.0:8089 (accepting connections from all network interfaces)
[2023-02-10 02:41:20,103] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits my courses.
[2023-02-10 02:41:20,105] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:41:20,119] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:41:20,122] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:20,133] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course description
[2023-02-10 02:41:20,143] shixuetiandeMacBook-Air.local/INFO/root: select instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR.
[2023-02-10 02:41:20,144] shixuetiandeMacBook-Air.local/INFO/root: Instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR login
[2023-02-10 02:41:20,146] shixuetiandeMacBook-Air.local/INFO/root: select objective with code USI2.
[2023-02-10 02:41:20,223] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:20,227] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI0.
[2023-02-10 02:41:20,610] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:20,653] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:20,664] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:21,163] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:21,230] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:21,264] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI3.
[2023-02-10 02:41:21,270] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh starts course USI2.
[2023-02-10 02:41:21,769] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:21,775] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:22,072] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:22,079] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:22,082] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 visits course USI3.
[2023-02-10 02:41:22,140] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:22,148] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:22,174] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:22,593] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:22,598] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:22,694] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI0.
[2023-02-10 02:41:22,724] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 visits course USI3.
[2023-02-10 02:41:22,739] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits course USI0.
[2023-02-10 02:41:23,045] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:23,060] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:41:23,335] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 starts course USI1.
[2023-02-10 02:41:23,493] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:41:23,597] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:23,600] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF starts course USI2.
[2023-02-10 02:41:23,601] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:23,605] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:23,610] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:41:23,654] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:23,895] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits my courses.
[2023-02-10 02:41:24,093] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:24,096] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:41:24,185] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI0.
[2023-02-10 02:41:24,187] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI4.
[2023-02-10 02:41:24,432] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits course USI4.
[2023-02-10 02:41:25,332] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI0.
[2023-02-10 02:41:25,821] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi starts course USI4.
[2023-02-10 02:41:25,915] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI2.
[2023-02-10 02:41:25,974] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI2.
[2023-02-10 02:41:26,286] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course description
[2023-02-10 02:41:26,296] shixuetiandeMacBook-Air.local/INFO/root: select instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR.
[2023-02-10 02:41:26,296] shixuetiandeMacBook-Air.local/INFO/root: Instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR login
[2023-02-10 02:41:26,300] shixuetiandeMacBook-Air.local/INFO/root: select objective with code USI3.
[2023-02-10 02:41:26,607] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:26,613] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:41:26,764] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:26,787] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:26,954] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:26,965] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:41:27,323] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:27,331] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:41:27,357] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI2.
[2023-02-10 02:41:27,358] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:41:27,365] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:41:27,406] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course description
[2023-02-10 02:41:27,411] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:41:27,412] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:41:27,416] shixuetiandeMacBook-Air.local/INFO/root: select objective with code USI4.
[2023-02-10 02:41:27,452] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:27,455] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits course USI3.
[2023-02-10 02:41:27,464] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:41:27,651] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits my courses.
[2023-02-10 02:41:28,487] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 starts course USI3.
[2023-02-10 02:41:28,604] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:28,609] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:41:28,792] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:28,806] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:41:30,072] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:30,078] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:41:30,204] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI3.
[2023-02-10 02:41:30,560] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 visits course USI0.
[2023-02-10 02:41:30,633] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:30,640] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:41:30,677] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:30,683] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:41:30,768] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI1.
[2023-02-10 02:41:30,810] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:30,842] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:41:31,192] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:41:31,198] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:41:31,334] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI4.
[2023-02-10 02:41:31,497] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:31,500] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits my courses.
[2023-02-10 02:41:31,504] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:41:31,618] shixuetiandeMacBook-Air.local/INFO/root: [TASK] upload one image to course description
[2023-02-10 02:41:31,625] shixuetiandeMacBook-Air.local/INFO/root: select instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR.
[2023-02-10 02:41:31,625] shixuetiandeMacBook-Air.local/INFO/root: Instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR login
[2023-02-10 02:41:31,631] shixuetiandeMacBook-Air.local/INFO/root: select objective with code USI1.
[2023-02-10 02:41:31,660] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits course USI4.
[2023-02-10 02:41:31,869] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits course USI0.
[2023-02-10 02:41:32,098] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:32,105] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:41:32,135] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:32,140] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:41:32,264] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:32,269] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:41:32,355] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI1.
[2023-02-10 02:41:32,454] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:32,458] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:41:33,212] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:41:33,220] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:41:33,230] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:41:33,232] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:41:33,647] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:41:33,652] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:41:33,816] shixuetiandeMacBook-Air.local/INFO/root: upload image pexels-kio-1093038.jpg to description of course USI1.
[2023-02-10 02:41:34,000] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:41:34,008] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:41:34,050] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:34,061] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:41:34,206] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:41:34,211] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:41:34,237] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI0.
[2023-02-10 02:41:34,297] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits my courses.
[2023-02-10 02:41:34,517] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:34,526] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:34,532] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI3.
[2023-02-10 02:41:34,669] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits course USI2.
[2023-02-10 02:41:34,818] shixuetiandeMacBook-Air.local/INFO/root: [TASK] upload one attachment to course content
[2023-02-10 02:41:34,825] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:41:34,825] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:41:34,829] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI1.
[2023-02-10 02:41:34,934] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits course USI2.
[2023-02-10 02:41:35,392] shixuetiandeMacBook-Air.local/INFO/root: upload attachment Outline for Advertising Pitch.pdf to content of course USI1.
[2023-02-10 02:41:35,618] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:35,624] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:41:35,769] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:35,778] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:35,791] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI4.
[2023-02-10 02:41:36,055] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits course USI3.
[2023-02-10 02:41:36,339] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI1.
[2023-02-10 02:41:36,347] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI4.
[2023-02-10 02:41:36,714] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:41:36,721] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:41:36,827] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:41:37,003] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits my courses.
[2023-02-10 02:41:37,068] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:41:37,074] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:41:37,780] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 visits course USI2.
[2023-02-10 02:41:37,803] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits course USI0.
[2023-02-10 02:41:38,100] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:41:38,106] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:41:38,146] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:41:38,151] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:41:38,151] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:41:38,156] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI0.
[2023-02-10 02:41:38,178] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI4.
[2023-02-10 02:41:38,385] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits my courses.
[2023-02-10 02:41:38,754] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:38,763] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:38,936] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI4.
[2023-02-10 02:41:39,174] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:39,180] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:41:39,504] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI4.
[2023-02-10 02:41:40,085] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:40,090] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:40,272] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:41:40,279] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:41:40,339] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP starts course USI2.
[2023-02-10 02:41:40,728] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:41:40,734] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:41:40,929] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG starts course USI2.
[2023-02-10 02:41:41,103] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:41,109] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:41:41,699] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh starts course USI1.
[2023-02-10 02:41:41,861] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:41,893] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:41:42,045] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits course USI4.
[2023-02-10 02:41:42,585] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:41:42,592] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:41:42,753] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:41:42,761] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:41:42,877] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits my courses.
[2023-02-10 02:41:43,119] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:43,126] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:41:43,289] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:43,296] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:41:43,491] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI2.
[2023-02-10 02:41:43,518] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:43,527] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:41:43,687] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI0.
[2023-02-10 02:41:44,386] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:44,447] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:41:44,861] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:44,867] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:41:45,013] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI3.
[2023-02-10 02:41:45,272] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:41:45,280] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:41:45,307] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI1.
[2023-02-10 02:41:45,319] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:41:45,325] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:41:45,593] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
